id,is_new,type,is_answer,is_acceptAnswer,interval_fir_ans(hour),interval_acc_ans(hour),body_len
P1301,0,so post,1,0,0.742222222,,362
P1302,0,so post,1,0,19.23138889,,2287
P1303,0,so post,1,0,4.132777778,,719
P1304,0,so post,1,1,40.675,40.675,2068
P1305,0,so post,1,0,1.133611111,,544
P1306,0,so post,0,0,,,3006
P1307,0,so post,1,1,31.52083333,31.52083333,577
P1308,0,so post,1,1,7.885555556,7.885555556,480
P1309,0,so post,1,1,43.91138889,43.91138889,820
P1310,0,so post,1,1,44.87805556,44.87805556,1427
P1311,0,so post,0,0,,,2610
P1312,0,so post,1,1,9.003611111,9.003611111,682
P1313,0,so post,1,0,4.2675,,461
P1314,0,so post,0,0,,,1412
P1315,0,so post,1,0,233.3283333,,1943
P1316,0,so post,1,1,1.589722222,23.40666667,685
P1317,0,so post,1,1,0.066388889,0.066388889,511
P1318,0,so post,1,1,19.27166667,453.4941667,2485
P1319,0,so post,0,0,,,217
P1320,0,so post,1,0,0.654444444,,437
P1321,0,so post,1,0,463.8425,,649
P1322,0,so post,1,1,157.5927778,218.4994444,2754
P1323,0,so post,1,0,18.63944444,,1808
P1324,0,so post,0,0,,,1818
P1325,0,so post,1,0,0.228055556,,394
P1326,0,so post,1,1,11.415,11.415,1118
P1327,0,so post,1,0,6.666666667,,1607
P1328,0,so post,1,0,8.204722222,,397
P1329,0,so post,0,0,,,1641
P1330,0,so post,1,1,3.031388889,3.031388889,806
P1331,0,so post,1,1,8860.180278,8860.180278,4104
P1332,0,so post,1,1,1.471388889,160.9419444,3167
P1333,0,so post,1,0,5959.511944,,305
P1334,0,so post,1,1,75.60083333,75.60083333,782
P1335,0,so post,0,0,,,1298
P1336,0,so post,1,0,7.644444444,,3060
P1337,0,so post,1,0,44.81027778,,852
P1338,0,so post,1,1,0.238888889,0.238888889,2631
P1339,0,so post,1,1,335.0038889,335.0038889,5052
P1340,0,so post,1,0,3.251111111,,319
P1341,0,so post,0,0,,,973
P1342,0,so post,0,0,,,1209
P1343,0,so post,0,0,,,233
P1344,0,so post,1,0,7.405,,528
P1345,0,so post,1,0,5.853888889,,1170
P1346,0,so post,1,1,3.514722222,3.514722222,685
P1347,0,so post,1,1,24.1225,436.0436111,1114
P1348,0,so post,1,1,20.26694444,20.26694444,2523
P1349,0,so post,1,1,4.591388889,4.591388889,2354
P1350,0,so post,1,1,94.20833333,94.20833333,812
P1351,0,so post,0,0,,,405
P1352,0,so post,1,0,191.0133333,,719
P1353,0,so post,1,1,0,0,10067
P1354,0,so post,0,0,,,1330
P1355,0,so post,1,1,5.497222222,5.497222222,2556
P1356,0,so post,1,1,1.910277778,1.910277778,1725
P1357,0,so post,1,0,784.1727778,,4545
P1358,0,so post,0,0,,,918
P1359,0,so post,1,0,19.92666667,,932
P1360,0,so post,1,0,2177.966944,,3530
P1361,0,so post,0,0,,,2144
P1362,0,so post,1,1,9.378611111,108.8375,1050
P1363,0,so post,0,0,,,341
P1364,0,so post,1,1,1.210555556,1.210555556,1296
P1365,0,so post,0,0,,,926
P1366,0,so post,1,1,1437.658333,1437.658333,3298
P1367,0,so post,1,1,15.44833333,47.34305556,576
P1368,0,so post,1,1,21.74861111,309.7488889,1411
P1369,0,so post,1,0,14196.36417,,2640
P1370,0,so post,1,1,16.61111111,16.61111111,1718
P1371,0,so post,0,0,,,1301
P1372,0,so post,1,1,9.012777778,9.012777778,3363
P1373,0,so post,1,1,181.3786111,181.3786111,2309
P1374,0,so post,1,0,0,,951
P1375,0,so post,1,0,25.18694444,,712
P1376,0,so post,0,0,,,2222
P1377,0,so post,1,0,147.3,,6433
P1378,0,so post,1,1,1683.890833,2177.188611,561
P1379,0,so post,1,1,1.146944444,1.146944444,1757
P1380,0,so post,1,1,0.343055556,0.343055556,1502
P1381,0,so post,0,0,,,1108
P1382,0,so post,1,1,0.575277778,0.575277778,2696
P1383,0,so post,0,0,,,2308
P1384,0,so post,1,0,743.6202778,,657
P1385,0,so post,1,0,0.844166667,,354
P1386,0,so post,1,0,15.01527778,,657
P1387,0,so post,0,0,,,875
P1388,0,so post,1,1,106.4791667,106.4791667,2037
P1389,0,so post,0,0,,,427
P1390,0,so post,0,0,,,1309
P1391,0,so post,1,0,22.41472222,,1436
P1392,0,so post,1,1,773.1794444,773.1794444,3047
P1393,0,so post,1,1,56.62722222,56.62722222,4759
P1394,0,so post,1,1,5.525833333,9.907777778,1437
P1395,0,so post,1,1,29.02472222,29.02472222,2893
P1396,0,so post,0,0,,,180
P1397,0,so post,0,0,,,4141
P1398,0,so post,1,0,10.14055556,,1341
P1399,0,so post,0,0,,,305
P1400,0,so post,1,0,9415.178056,,14569
P1401,0,so post,1,0,5196.851389,,518
P1402,0,so post,1,1,5.034166667,5.034166667,734
P1403,0,so post,1,1,9.710833333,9.710833333,614
P1404,0,so post,0,0,,,645
P1405,0,so post,0,0,,,1159
P1406,0,so post,0,0,,,2778
P1407,0,so post,0,0,,,2084
P1408,0,so post,1,0,85.59111111,,1222
P1409,0,so post,0,0,,,518
P1410,0,so post,1,1,1.435277778,1.435277778,613
P1411,0,so post,1,1,0.151666667,0.151666667,189
P1412,0,so post,1,0,31.81055556,,1552
P1413,0,so post,1,0,0.702777778,,1092
P1414,0,so post,1,0,141.9058333,,820
P1415,0,so post,1,0,58.43861111,,1680
P1416,0,so post,1,1,0.884444444,0.884444444,1640
P1417,0,so post,1,1,18.9325,18.9325,1836
P1418,0,so post,1,1,38.88833333,38.88833333,2111
P1419,0,so post,1,1,0.603611111,0.603611111,3865
P1420,0,so post,1,1,2.660277778,2.660277778,1964
P1421,0,so post,1,1,11.6725,11.6725,998
P1422,0,so post,0,0,,,1914
P1423,0,so post,1,0,0,,654
P1424,0,so post,1,0,0.106666667,,295
P1425,0,so post,1,1,51.08194444,51.08194444,2465
P1426,0,so post,1,0,46.455,,3363
P1427,0,so post,0,0,,,716
P1428,0,so post,1,0,9.494444444,,235
P1429,0,so post,1,0,10786.03806,,1590
P1430,0,so post,0,0,,,1791
P1431,0,so post,1,1,0.536111111,0.536111111,462
P1432,0,so post,0,0,,,896
P1433,0,so post,1,0,355.9575,,3610
P1434,0,so post,0,0,,,131
P1435,0,so post,1,1,339.2988889,339.2988889,905
P1436,0,so post,1,1,0.147222222,0.147222222,721
P1437,0,so post,1,1,8.914444444,8.914444444,7064
P1438,0,so post,0,0,,,1433
P1439,0,so post,1,0,26.37277778,,235
P1440,0,so post,0,0,,,627
P1441,0,so post,1,1,0.466388889,0.466388889,542
P1442,0,so post,1,0,1444.046667,,2550
P1443,0,so post,1,0,16314.54861,,2700
P1444,0,so post,1,1,5.51,44.57111111,14072
P1445,0,so post,1,1,160.8952778,233.8211111,3585
P1446,0,so post,1,0,345.1333333,,407
P1447,0,so post,1,0,145.6980556,,2726
P1448,0,so post,0,0,,,1468
P1449,0,so post,1,0,263.8911111,,2490
P1450,0,so post,1,0,3.390555556,,324
P1451,0,so post,1,1,212.9008333,212.9008333,2024
P1452,0,so post,1,0,14885.34194,,1082
P1453,0,so post,1,0,0,,840
P1454,0,so post,1,0,16951.35306,,769
P1455,0,so post,0,0,,,1230
P1456,0,so post,1,0,199.7566667,,1445
P1457,0,so post,1,1,0.563333333,0.563333333,948
P1458,0,so post,0,0,,,1002
P1459,0,so post,0,0,,,917
P1460,0,so post,0,0,,,1051
P1461,0,so post,1,1,1.570277778,1.570277778,535
P1462,0,so post,1,1,152.9347222,152.9347222,3191
P1463,0,so post,1,0,1.750555556,,1403
P1464,0,so post,1,1,23.80777778,15327.64361,1105
P1465,0,so post,1,1,3.263333333,3.263333333,228
P1466,0,so post,0,0,,,8794
P1467,0,so post,1,1,13.08027778,13.08027778,644
P1468,0,so post,1,1,0,0,414
P1469,0,so post,1,1,147.7941667,147.7941667,819
P1470,0,so post,1,0,7.532222222,,1725
P1471,0,so post,1,1,4.433888889,4.433888889,931
P1472,0,so post,1,0,14.56194444,,487
P1473,0,so post,1,1,1296.159444,1296.159444,834
P1474,0,so post,1,1,615.7713889,615.7713889,392
P1475,0,so post,1,0,161.6497222,,1821
P1476,0,so post,1,1,0.686111111,0.686111111,1151
P1477,0,so post,1,0,68.32666667,,199
P1478,0,so post,1,1,23.3625,23.3625,1527
P1479,0,so post,0,0,,,1367
P1480,0,so post,1,0,5115.868889,,755
P1481,0,so post,1,1,3.471388889,3.471388889,930
P1482,0,so post,1,1,3.182222222,3.182222222,1427
P1483,0,so post,0,0,,,536
P1484,0,so post,0,0,,,2290
P1485,0,so post,1,0,20.38694444,,3195
P1486,0,so post,1,0,502.8197222,,903
P1487,0,so post,1,1,1.065833333,1.065833333,1534
P1488,0,so post,1,1,0.904444444,0.904444444,899
P1489,0,so post,0,0,,,350
P1490,0,so post,1,1,6.203611111,6.203611111,1432
P1491,0,so post,1,1,3.699444444,3.699444444,1563
P1492,0,so post,1,1,52.73583333,52.73583333,823
P1493,0,so post,1,1,10.62861111,10.62861111,1180
P1494,0,so post,1,1,9.961388889,331.9741667,1128
P1495,0,so post,1,1,12.50833333,12.50833333,1095
P1496,0,so post,0,0,,,883
P1497,0,so post,0,0,,,4240
P1498,0,so post,1,1,1.8575,1.8575,1093
P1499,0,so post,0,0,,,1752
P1500,0,so post,1,1,1834.199167,4338.549167,2053
P1501,0,so post,1,0,212.0369444,,451
P1502,0,so post,1,1,18.60361111,18.60361111,1039
P1503,0,so post,1,1,7.706666667,7.706666667,1308
P1504,0,so post,1,0,9.894444444,,2644
P1505,0,so post,1,0,9.308055556,,745
P1506,0,so post,1,0,95.86333333,,895
P1507,0,so post,1,1,8.524166667,8.524166667,1591
P1508,0,so post,1,0,0.465,,436
P1509,0,so post,1,1,0.138055556,0.138055556,696
P1510,0,so post,0,0,,,635
P1511,0,so post,1,0,44.2175,,820
P1512,0,so post,0,0,,,1235
P1513,0,so post,1,1,4.769166667,42.51472222,2954
P1514,0,so post,0,0,,,2595
P1515,0,so post,0,0,,,4680
P1516,0,so post,0,0,,,4671
P1517,0,so post,1,0,24.40583333,,1813
P1518,0,so post,1,1,0.092222222,0.092222222,803
P1519,0,so post,1,0,57.0825,,614
P1520,0,so post,1,1,47.57388889,47.57388889,776
P1521,0,so post,1,0,94.09111111,,2219
P1522,0,so post,1,0,8096.659444,,3014
P1523,0,so post,1,0,2.959166667,,370
P1524,0,so post,0,0,,,621
P1525,0,so post,0,0,,,665
P1526,0,so post,0,0,,,662
P1527,0,so post,1,0,10.83055556,,632
P1528,0,so post,1,1,0.515555556,0.515555556,2419
P1529,0,so post,1,0,336.9444444,,636
P1530,0,so post,1,1,1.203888889,1.203888889,299
P1531,0,so post,0,0,,,421
P1532,0,so post,0,0,,,943
P1533,0,so post,1,1,2.301111111,2.301111111,3087
P1534,0,so post,0,0,,,612
P1535,0,so post,1,0,57.67666667,,300
P1536,0,so post,1,0,14.37166667,,1425
P1537,0,so post,0,0,,,2655
P1538,0,so post,1,1,1771.345278,1771.345278,1048
P1539,0,so post,1,1,1.966666667,1.966666667,730
P1540,0,so post,1,1,16.40416667,16.40416667,1395
P1541,0,so post,1,0,0.205,,1535
P1542,0,so post,1,1,1.270277778,1.270277778,362
P1543,0,so post,1,1,0.507222222,0.507222222,468
P1544,0,so post,1,1,0.654166667,0.654166667,1887
P1545,0,so post,1,1,25.09555556,25.09555556,611
P1546,0,so post,1,1,1.338611111,1.338611111,2101
P1547,0,so post,1,0,2.306944444,,950
P1548,0,so post,1,1,10.53138889,10.53138889,447
P1549,0,so post,1,0,794.1922222,,2269
P1550,0,so post,1,1,50.08388889,50.08388889,1305
P1551,0,so post,1,0,13.13861111,,2332
P1552,0,so post,1,0,0.014166667,,2369
P1553,0,so post,1,0,0.876666667,,507
P1554,0,so post,1,1,3.833611111,3.833611111,436
P1555,0,so post,1,0,1.681944444,,1514
P1556,0,so post,1,0,1.069444444,,1862
P1557,0,so post,1,1,26.99444444,26.99444444,450
P1558,0,so post,1,0,24.88972222,,1280
P1559,0,so post,1,1,1.012777778,1.012777778,1594
P1560,0,so post,1,0,2.835277778,,431
P1561,0,so post,0,0,,,2643
P1562,0,so post,0,0,,,1312
P1563,0,so post,1,0,0.730277778,,1399
P1564,0,so post,0,0,,,1335
P1565,0,so post,1,1,5.563611111,5.563611111,384
P1566,0,so post,1,1,5.998611111,5.998611111,888
P1567,0,so post,1,1,5.542222222,5.542222222,1625
P1568,0,so post,1,0,6.252222222,,245
P1569,0,so post,1,0,2712.98,,2256
P1570,0,so post,1,1,50.8475,50.8475,2841
P1571,0,so post,1,0,4198.101944,,491
P1572,0,so post,1,1,86.88527778,86.88527778,170
P1573,0,so post,0,0,,,132
P1574,0,so post,1,1,110.6255556,110.6255556,456
P1575,0,so post,1,0,1353.263889,,1188
P1576,0,so post,1,0,9702.983333,,255
P1577,0,so post,1,0,16446.25528,,1298
P1578,0,so post,0,0,,,3561
P1579,0,so post,0,0,,,398
P1580,0,so post,1,0,47.17166667,,1986
P1581,0,so post,1,0,239.5863889,,815
P1582,0,so post,1,1,1.969444444,1.969444444,1241
P1583,0,so post,1,0,38.30944444,,1151
P1584,0,so post,0,0,,,241
P1585,0,so post,1,0,15034.94278,,1641
P1586,0,so post,1,0,20.54555556,,1566
P1587,0,so post,1,1,1147.795278,1147.795278,1798
P1588,0,so post,1,0,1.03,,1521
P1589,0,so post,1,1,1.664166667,1.664166667,2003
P1590,0,so post,1,0,19.06777778,,1335
P1591,0,so post,1,0,15241.38,,1615
P1592,0,so post,0,0,,,2064
P1593,0,so post,1,1,200.0377778,200.0377778,1035
P1594,0,so post,1,1,8.704444444,8.704444444,590
P1595,0,so post,0,0,,,1746
P1596,0,so post,1,1,164.8369444,164.8369444,877
P1597,0,so post,1,0,13427.97722,,4428
P1598,0,so post,0,0,,,954
P1599,0,so post,1,1,148.2661111,148.2661111,3084
P1600,0,so post,0,0,,,838
P1601,0,so post,1,0,239.4152778,,1034
P1602,0,so post,0,0,,,2226
P1603,0,so post,0,0,,,1725
P1604,0,so post,0,0,,,780
P1605,0,so post,1,1,24.37222222,24.37222222,742
P1606,0,so post,0,0,,,745
P1607,0,so post,0,0,,,1804
P1608,0,so post,1,0,31.67194444,,214
P1609,0,so post,0,0,,,758
P1610,0,so post,0,0,,,2554
P1611,0,so post,0,0,,,938
P1612,0,so post,1,0,29.97,,2119
P1613,0,so post,1,0,9.010555556,,815
P1614,0,so post,1,0,2771.156111,,2931
P1615,0,so post,1,1,21.47972222,21.47972222,986
P1616,0,so post,0,0,,,1819
P1617,0,so post,0,0,,,1528
P1618,0,so post,1,0,15.03583333,,277
P1619,0,so post,1,1,64.38833333,64.38833333,2337
P1620,0,so post,1,1,3822.048056,3822.048056,7242
P1621,0,so post,0,0,,,294
P1622,0,so post,0,0,,,1526
P1623,0,so post,1,1,68.52833333,68.52833333,1280
P1624,0,so post,1,1,14084.39694,14084.39694,478
P1625,0,so post,1,1,293.3063889,293.3063889,1855
P1626,0,so post,1,0,14.88333333,,1665
P1627,0,so post,1,1,0.407777778,0.407777778,869
P1628,0,so post,0,0,,,271
P1629,0,so post,1,1,61.18694444,61.18694444,358
P1630,0,so post,0,0,,,1405
P1631,0,so post,0,0,,,1423
P1632,0,so post,1,0,1.313888889,,419
P1633,0,so post,0,0,,,21404
P1634,0,so post,1,1,1.011111111,24.77722222,12239
P1635,0,so post,1,1,0.113611111,0.311944444,434
P1636,0,so post,1,1,47.14,47.14,642
P1637,0,so post,0,0,,,1716
P1638,0,so post,1,1,21.58222222,21.58222222,2776
P1639,0,so post,1,1,25.49305556,25.49305556,1488
P1640,0,so post,0,0,,,3162
P1641,0,so post,0,0,,,348
P1642,0,so post,1,1,1.619166667,1.619166667,742
P1643,0,so post,0,0,,,809
P1644,0,so post,1,1,1.546111111,1.546111111,2153
P1645,0,so post,1,0,215.8233333,,1133
P1646,0,so post,1,1,0.095277778,0.095277778,229
P1647,0,so post,1,1,2.898055556,2.898055556,900
P1648,0,so post,0,0,,,1570
P1649,0,so post,0,0,,,4225
P1650,0,so post,1,1,1.332222222,1.332222222,1967
P1651,0,so post,0,0,,,688
P1652,0,so post,0,0,,,992
P1653,0,so post,1,0,0.979166667,,2166
P1654,0,so post,1,1,3.762777778,3.762777778,3860
P1655,0,so post,1,1,6.175,6.175,2221
P1656,0,so post,1,0,1.035,,546
P1657,0,so post,1,1,4.133055556,4.133055556,1253
P1658,0,so post,0,0,,,669
P1659,0,so post,1,0,1661.7975,,2309
P1660,0,so post,0,0,,,798
P1661,0,so post,1,0,90.10361111,,517
P1662,0,so post,0,0,,,828
P1663,0,so post,0,0,,,1386
P1664,0,so post,0,0,,,738
P1665,0,so post,0,0,,,2114
P1666,0,so post,1,1,21.13805556,21.13805556,3060
P1667,0,so post,0,0,,,963
P1668,0,so post,1,0,0.913611111,,1589
P1669,0,so post,1,1,56.09055556,56.09055556,556
P1670,0,so post,1,0,3056.518056,,161
P1671,0,so post,0,0,,,760
P1672,0,so post,1,0,71.64583333,,1297
P1673,0,so post,1,1,9.7375,9.7375,1381
P1674,0,so post,1,0,6.826944444,,925
P1675,0,so post,1,1,4.612777778,4.612777778,2728
P1676,0,so post,1,0,36.09083333,,473
P1677,0,so post,0,0,,,2486
P1678,0,so post,1,1,0.215555556,0.215555556,26735
P1679,0,so post,0,0,,,1722
P1680,0,so post,1,0,0.295555556,,5433
P1681,0,so post,1,1,0.864166667,0.864166667,1563
P1682,0,so post,0,0,,,610
P1683,0,so post,1,1,117.5563889,117.5563889,1695
P1684,0,so post,1,1,598.6813889,598.6813889,939
P1685,0,so post,1,1,0.243333333,0.243333333,333
P1686,0,so post,1,1,0.644722222,0.644722222,2055
P1687,0,so post,1,1,0.190277778,0.190277778,224
P1688,0,so post,1,0,3.932222222,,1247
P1689,0,so post,0,0,,,830
P1690,0,so post,0,0,,,1784
P1691,0,so post,1,1,1483.157778,1483.157778,1576
P1692,0,so post,1,1,8.563055556,8.563055556,1957
P1693,0,so post,0,0,,,3732
P1694,0,so post,0,0,,,3359
P1695,0,so post,1,1,111.9494444,111.9494444,339
P1696,0,so post,1,1,0.579166667,0.579166667,791
P1697,0,so post,1,1,1599.28,3051.335833,774
P1698,0,so post,1,0,9.466111111,,461
P1699,0,so post,1,1,1439.134167,1439.134167,672
P1700,0,so post,0,0,,,3670
P1701,0,so post,1,1,1.873333333,1.873333333,1431
P1702,0,so post,0,0,,,1827
P1703,0,so post,0,0,,,2165
P1704,0,so post,1,1,0.591111111,0.591111111,1319
P1705,0,so post,1,1,32.01722222,32.01722222,2745
P1706,0,so post,1,1,2321.445278,15092.90694,520
P1707,0,so post,1,1,12.47111111,12.47111111,545
P1708,0,so post,1,1,25.58527778,25.58527778,628
P1709,0,so post,1,0,58.76138889,,546
P1710,0,so post,1,0,1.228333333,,1410
P1711,0,so post,0,0,,,870
P1712,0,so post,1,1,0.163611111,0.163611111,426
P1713,0,so post,1,1,0.169166667,0.169166667,16529
P1714,0,so post,1,1,26.665,26.665,3008
P1715,0,so post,1,0,1006.593333,,4779
P1716,0,so post,1,0,5.679444444,,1115
P1717,0,so post,1,1,207.4691667,207.4691667,3475
P1718,0,so post,1,0,0.181666667,,842
P1719,0,so post,1,1,4.128611111,4.128611111,2457
P1720,0,so post,0,0,,,2361
P1721,0,so post,1,1,0.083055556,0.083055556,781
P1722,0,so post,1,1,0.811111111,0.811111111,2155
P1723,0,so post,1,1,0.589722222,0.589722222,323
P1724,0,so post,0,0,,,2764
P1725,0,so post,1,1,6.135277778,6.135277778,1220
P1726,0,so post,1,1,2.082777778,2.082777778,963
P1727,0,so post,1,0,1264.699444,,1063
P1728,0,so post,1,0,144.4883333,,646
P1729,0,so post,0,0,,,802
P1730,0,so post,1,0,1.194444444,,1066
P1731,0,so post,1,1,12.95611111,12.95611111,666
P1732,0,so post,0,0,,,1398
P1733,0,so post,1,1,1.3225,1.3225,1629
P1734,0,so post,1,1,8.266111111,8.266111111,1659
P1735,0,so post,1,1,0.976666667,0.976666667,795
P1736,0,so post,1,1,0.368333333,0.368333333,1311
P1737,0,so post,1,0,13477.095,,780
P1738,0,so post,0,0,,,2043
P1739,0,so post,0,0,,,466
P1740,0,so post,1,0,4278.182778,,1441
P1741,0,so post,0,0,,,1071
P1742,0,so post,0,0,,,1441
P1743,0,so post,0,0,,,1693
P1744,0,so post,1,1,18.65861111,18.65861111,1051
P1745,0,so post,1,0,40.92722222,,1204
P1746,0,so post,1,0,1.565,,2281
P1747,0,so post,1,0,1.289166667,,481
P1748,0,so post,1,1,0.392222222,0.392222222,2993
P1749,0,so post,1,0,8.259722222,,303
P1750,0,so post,1,1,334.2508333,334.2508333,3511
P1751,0,so post,1,0,0.641944444,,1611
P1752,0,so post,0,0,,,613
P1753,0,so post,1,0,8.16,,1785
P1754,0,so post,1,1,659.4169444,659.4169444,1003
P1755,0,so post,1,1,62.27583333,62.27583333,1201
P1756,0,so post,1,1,0,0,944
P1757,0,so post,1,0,0.535833333,,526
P1758,0,so post,1,1,20.67416667,20.67416667,1619
P1759,0,so post,1,1,0.379444444,0.379444444,671
P1760,0,so post,0,0,,,2555
P1761,0,so post,0,0,,,2814
P1762,0,so post,1,1,0.6975,0.6975,1715
P1763,0,so post,0,0,,,740
P1764,0,so post,1,0,0.106388889,,500
P1765,0,so post,1,1,1.851666667,1.851666667,2056
P1766,0,so post,1,0,0.405833333,,2111
P1767,0,so post,1,0,25.72305556,,2059
P1768,0,so post,0,0,,,1324
P1769,0,so post,1,1,92.91277778,92.91277778,1783
P1770,0,so post,1,0,0.333888889,,299
P1771,0,so post,0,0,,,1222
P1772,0,so post,1,1,0.794444444,0.794444444,510
P1773,0,so post,1,0,8875.836389,,785
P1774,0,so post,1,0,5.909444444,,924
P1775,0,so post,1,0,3045.611667,,761
P1776,0,so post,1,0,0.539444444,,1400
P1777,0,so post,1,1,23.69944444,23.69944444,3477
P1778,0,so post,1,1,18.58138889,72.18611111,1759
P1779,0,so post,1,1,17.28555556,17.28555556,2372
P1780,0,so post,0,0,,,743
P1781,0,so post,1,1,27.0625,27.0625,2822
P1782,0,so post,1,0,7.996944444,,598
P1783,0,so post,0,0,,,584
P1784,0,so post,1,1,7939.150556,7939.150556,2180
P1785,0,so post,1,1,39.89972222,39.89972222,1326
P1786,0,so post,1,1,4196.305833,4196.305833,487
P1787,0,so post,0,0,,,947
P1788,0,so post,1,0,315.9308333,,1683
P1789,0,so post,1,1,16.68194444,29.67638889,1093
P1790,0,so post,1,1,6.851944444,6.851944444,572
P1791,0,so post,1,0,0.565277778,,669
P1792,0,so post,0,0,,,675
P1793,0,so post,1,1,0.331111111,0.331111111,1619
P1794,0,so post,1,1,12.99083333,12.99083333,1070
P1795,0,so post,0,0,,,2084
P1796,0,so post,1,0,1.005833333,,2312
P1797,0,so post,,,,,
P1798,0,so post,1,0,0.09,,3522
P1799,0,so post,1,0,7021.421389,,907
P1800,0,so post,1,1,0.389722222,0.389722222,7916
P1801,0,so post,1,1,182.0744444,182.0744444,306
P1802,0,so post,1,1,20.47361111,20.47361111,5720
P1803,0,so post,0,0,,,1390
P1804,0,so post,0,0,,,1124
P1805,0,so post,1,1,0.314444444,0.314444444,1248
P1806,0,so post,1,0,0.499444444,,1032
P1807,0,so post,1,0,0.2,,1294
P1808,0,so post,0,0,,,1448
P1809,0,so post,1,1,0.27,6.256388889,1018
P1810,0,so post,1,1,561.7511111,561.7511111,247
P1811,0,so post,1,1,743.1386111,8040.100833,370
P1812,0,so post,1,0,12510.86194,,1166
P1813,0,so post,1,1,1.6175,1.6175,782
P1814,0,so post,0,0,,,1401
P1815,0,so post,0,0,,,1326
P1816,0,so post,0,0,,,2457
P1817,0,so post,1,0,106.5075,,2240
P1818,0,so post,0,0,,,1544
P1819,0,so post,0,0,,,2104
P1820,0,so post,0,0,,,2021
P1821,0,so post,1,1,115.3772222,115.3772222,1209
P1822,0,so post,1,1,191.7527778,191.7527778,2502
P1823,0,so post,0,0,,,2082
P1824,0,so post,1,0,14.31916667,,2379
P1825,0,so post,0,0,,,799
P1826,0,so post,0,0,,,2004
P1827,0,so post,1,1,1.515555556,1.515555556,2012
P1828,0,so post,0,0,,,1860
P1829,0,so post,1,0,118.7172222,,2225
P1830,0,so post,1,1,1.709722222,1.709722222,1165
P1831,0,so post,1,1,543.8561111,7778.116944,815
P1832,0,so post,0,0,,,895
P1833,0,so post,1,1,136.7783333,4900.0225,1112
P1834,0,so post,0,0,,,705
P1835,0,so post,0,0,,,666
P1836,0,so post,0,0,,,1554
P1837,0,so post,1,0,6.898333333,,2085
P1838,0,so post,1,0,12.12361111,,696
P1839,0,so post,1,1,0.273055556,0.273055556,772
P1840,0,so post,1,0,100.6986111,,990
P1841,0,so post,1,0,1769.929167,,5078
P1842,0,so post,0,0,,,2547
P1843,0,so post,1,1,1.861388889,1.861388889,350
P1844,0,so post,1,1,9.091388889,9.091388889,426
P1845,0,so post,1,0,2.2325,,762
P1846,0,so post,1,1,6721.312222,6721.312222,485
P1847,0,so post,0,0,,,2940
P1848,0,so post,1,1,0.6825,0.6825,1784
P1849,0,so post,1,0,588.4783333,,567
P1850,0,so post,1,0,9.215,,10421
P1851,0,so post,0,0,,,2711
P1852,0,so post,1,0,0.788055556,,518
P1853,0,so post,1,0,324.8,,1273
P1854,0,so post,1,1,1.060833333,1.060833333,814
P1855,0,so post,1,0,3.911944444,,1947
P1856,0,so post,0,0,,,4393
P1857,0,so post,1,0,1458.007778,,1073
P1858,0,so post,1,1,46.06833333,46.06833333,1973
P1859,0,so post,1,1,0.571944444,0.571944444,1703
P1860,0,so post,0,0,,,732
P1861,0,so post,1,1,18.59472222,18.59472222,1398
P1862,0,so post,1,1,0.071388889,0.071388889,3187
P1863,0,so post,0,0,,,2265
P1864,0,so post,1,1,0,0,464
P1865,0,so post,0,0,,,363
P1866,0,so post,1,0,0,,862
P1867,0,so post,0,0,,,5349
P1868,0,so post,1,1,5.449722222,5.449722222,774
P1869,0,so post,1,1,1.140833333,22.385,7365
P1870,0,so post,1,1,3587.851111,3587.851111,3271
P1871,0,so post,1,1,18.2425,18.2425,1278
P1872,0,so post,1,0,106.6797222,,825
P1873,0,so post,0,0,,,2543
P1874,0,so post,1,0,16.13888889,,749
P1875,0,so post,0,0,,,657
P1876,0,so post,0,0,,,375
P1877,0,so post,1,1,135.9255556,135.9255556,969
P1878,0,so post,0,0,,,526
P1879,0,so post,1,0,8.716944444,,494
P1880,0,so post,0,0,,,430
P1881,0,so post,1,1,13.67138889,13.67138889,914
P1882,0,so post,1,0,6456.266389,,2088
P1883,0,so post,1,0,2.307222222,,848
P1884,0,so post,0,0,,,1474
P1885,0,so post,1,0,36.68,,1442
P1886,0,so post,0,0,,,1562
P1887,0,so post,1,1,0.3525,0.3525,1093
P1888,0,so post,0,0,,,1211
P1889,0,so post,0,0,,,2042
P1890,0,so post,0,0,,,2846
P1891,0,so post,0,0,,,1747
P1892,0,so post,0,0,,,6480
P1893,0,so post,1,1,4044.8425,4044.8425,1273
P1894,0,so post,1,0,39.41416667,,1374
P1895,0,so post,0,0,,,949
P1896,0,so post,0,0,,,437
P1897,0,so post,1,1,217.4086111,217.4086111,577
P1898,0,so post,0,0,,,1597
P1899,0,so post,1,0,23.50972222,,2612
P1900,0,so post,0,0,,,1153
P1901,0,so post,,,,,
P1902,0,so post,1,0,4492.499167,,889
P1903,0,so post,1,0,0.659722222,,1692
P1904,0,so post,0,0,,,7319
P1905,0,so post,1,0,5082.041111,,2236
P1906,0,so post,1,1,49.77194444,49.77194444,2272
P1907,0,so post,1,0,0.058611111,,249
P1908,0,so post,1,1,0.073888889,545.7180556,2132
P1909,0,so post,0,0,,,1238
P1910,0,so post,1,1,2.388333333,2.388333333,1323
