id,is_new,type,is_answer,is_acceptAnswer,interval_fir_ans(hour),interval_acc_ans(hour),body_len
P3327,1,so post,1,1,3.283611111,3.283611111,1614
P3328,1,so post,0,0,,,3833
P3329,1,so post,1,1,3556.328056,3556.328056,1561
P3330,1,so post,1,1,746.9966667,2996.67,1060
P3331,1,so post,1,0,169.9725,,513
P3332,1,so post,1,1,67.19972222,67.19972222,1373
P3333,1,so post,1,1,0.370833333,0.370833333,3843
P3334,1,so post,0,0,,,948
P3335,1,so post,1,1,33.26222222,137.6613889,850
P3336,1,so post,0,0,,,604
P3337,1,so post,1,1,1.348333333,1.348333333,1884
P3338,1,so post,0,0,,,790
P3339,1,so post,1,0,2240.403333,,1821
P3340,1,so post,1,1,214.5847222,214.5847222,1517
P3341,1,so post,0,0,,,4721
P3342,1,so post,0,0,,,740
P3343,1,so post,0,0,,,262
P3344,1,so post,1,0,3196.628056,,1222
P3345,1,so post,1,1,14.70083333,14.70083333,1592
P3346,1,so post,1,1,31.47055556,31.47055556,1739
P3347,1,so post,1,1,3.6675,3.6675,1818
P3348,1,so post,1,1,574.4102778,574.4102778,1260
P3349,1,so post,0,0,,,1984
P3350,1,so post,0,0,,,1574
P3351,1,so post,1,1,0.168333333,0.168333333,1892
P3352,1,so post,0,0,,,336
P3353,1,so post,1,1,25.79388889,25.79388889,425
P3354,1,so post,1,1,0.1575,0.1575,800
P3355,1,so post,1,0,19.60333333,,681
P3356,1,so post,0,0,,,12879
P3357,1,so post,1,0,0.106111111,,994
P3358,1,so post,1,1,0.491388889,0.491388889,1828
P3359,1,so post,1,1,3.626111111,3.626111111,418
P3360,1,so post,0,0,,,910
P3361,1,so post,1,0,44.22388889,,1946
P3362,1,so post,1,1,1.796388889,1.796388889,1292
P3363,1,so post,1,0,7.043611111,,658
P3364,1,so post,1,0,1509.380833,,1249
P3365,1,so post,1,0,3.1225,,1485
P3366,1,so post,1,1,2.478888889,2.478888889,1047
P3367,1,so post,0,0,,,13977
P3368,1,so post,1,0,1810.881389,,1196
P3369,1,so post,1,1,16.20138889,16.20138889,3097
P3370,1,so post,0,0,,,232
P3371,1,so post,1,0,2.440277778,,2079
P3372,1,so post,0,0,,,1770
P3373,1,so post,1,1,74.09638889,74.09638889,4262
P3374,1,so post,0,0,,,614
P3375,1,so post,1,1,97.17722222,97.17722222,446
P3376,1,so post,0,0,,,2285
P3377,1,so post,0,0,,,912
P3378,1,so post,1,1,26.73,26.73,3083
P3379,1,so post,1,1,44.33805556,44.33805556,1311
P3380,1,so post,1,0,0.139722222,,1135
P3381,1,so post,1,1,139.4463889,139.4463889,2616
P3382,1,so post,1,1,1.947777778,1.947777778,1999
P3383,1,so post,1,1,0.540833333,82.34416667,2059
P3384,1,so post,0,0,,,1209
P3385,1,so post,1,1,192.5375,192.5375,579
P3386,1,so post,1,0,1.941111111,,2684
P3387,1,so post,1,0,3239.207222,,576
P3388,1,so post,1,0,4.185,,2445
P3389,1,so post,1,1,0.617222222,0.617222222,2816
P3390,1,so post,1,1,0.683888889,0.683888889,797
P3391,1,so post,1,1,2.489444444,845.4908333,510
P3392,1,so post,0,0,,,2219
P3393,1,so post,0,0,,,1414
P3394,1,so post,1,0,321.7027778,,1449
P3395,1,so post,1,1,5178.867778,5178.867778,664
P3396,1,so post,0,0,,,370
P3397,1,so post,1,1,0.250277778,0.983055556,1231
P3398,1,so post,1,1,0,0,759
P3399,1,so post,0,0,,,812
P3400,1,so post,1,1,22.36194444,22.36194444,9725
P3401,1,so post,0,0,,,1190
P3402,1,so post,1,0,6673.487222,,2742
P3403,1,so post,1,0,1411.975,,431
P3404,1,so post,0,0,,,4316
P3405,1,so post,0,0,,,288
P3406,1,so post,1,1,13.4825,13.4825,1342
P3407,1,so post,0,0,,,651
P3408,1,so post,0,0,,,1168
P3409,1,so post,1,1,5.004722222,2252.550556,956
P3410,1,so post,1,0,80.86694444,,1383
P3411,1,so post,1,1,14.78722222,14.78722222,1462
P3412,1,so post,0,0,,,282
P3413,1,so post,1,0,1337.351389,,3121
P3414,1,so post,1,0,23.66166667,,2674
P3415,1,so post,1,0,1555.423889,,1123
P3416,1,so post,1,0,35.30777778,,937
P3417,1,so post,1,0,2.436944444,,715
P3418,1,so post,1,0,0.077222222,,662
P3419,1,so post,1,1,7.594722222,7.594722222,407
P3420,1,so post,0,0,,,1066
P3421,1,so post,1,0,0.2475,,959
P3422,1,so post,0,0,,,2912
P3423,1,so post,1,0,0.64,,1948
P3424,1,so post,0,0,,,318
P3425,1,so post,0,0,,,1250
P3426,1,so post,0,0,,,1910
P3427,1,so post,0,0,,,2600
P3428,1,so post,1,1,1.886111111,1.886111111,2029
P3429,1,so post,0,0,,,3104
P3430,1,so post,0,0,,,4285
P3431,1,so post,1,0,0.139722222,,577
P3432,1,so post,1,0,819.1644444,,690
P3433,1,so post,0,0,,,237
P3434,1,so post,1,0,1712.107222,,512
P3435,1,so post,0,0,,,1141
P3436,1,so post,0,0,,,1509
P3437,1,so post,1,1,1286.561111,1286.561111,293
P3438,1,so post,1,0,0.818055556,,1254
P3439,1,so post,1,0,0.058333333,,611
P3440,1,so post,1,1,1.626388889,1.626388889,668
P3441,1,so post,1,0,0.254722222,,1170
P3442,1,so post,1,0,4.408333333,,419
P3443,1,so post,1,1,1.48,1.48,1520
P3444,1,so post,0,0,,,786
P3445,1,so post,1,0,4026.099722,,1492
P3446,1,so post,0,0,,,543
P3447,1,so post,0,0,,,13464
P3448,1,so post,1,0,2064.566667,,455
P3449,1,so post,1,0,36.19527778,,276
P3450,1,so post,1,1,4.105,4.105,2670
P3451,1,so post,0,0,,,9685
P3452,1,so post,1,0,1108.378333,,1725
P3453,1,so post,1,1,0.547777778,25.45972222,3448
P3454,1,so post,1,0,33.37444444,,2056
P3455,1,so post,1,1,8.425,8.425,1468
P3456,1,so post,1,1,4.453333333,4.453333333,807
P3457,1,so post,1,0,10.75694444,,494
P3458,1,so post,0,0,,,960
P3459,1,so post,1,1,21.505,21.505,1175
P3460,1,so post,1,0,4245.448333,,2172
P3461,1,so post,1,0,218.1411111,,2187
P3462,1,so post,1,1,2.599722222,3.678611111,2317
P3463,1,so post,0,0,,,506
P3464,1,so post,1,1,147.5616667,163.8544444,4873
P3465,1,so post,1,0,3.804166667,,770
P3466,1,so post,1,1,0.056388889,0.056388889,1155
P3467,1,so post,1,0,40.71027778,,2490
P3468,1,so post,1,0,0.695555556,,845
P3469,1,so post,0,0,,,821
P3470,1,so post,1,1,182.4263889,182.4263889,3940
P3471,1,so post,1,0,0.778888889,,1010
P3472,1,so post,0,0,,,916
P3473,1,so post,1,0,0.075,,256
P3474,1,so post,1,1,47.24694444,47.24694444,990
P3475,1,so post,1,1,2.429722222,2.429722222,1027
P3476,1,so post,0,0,,,1113
P3477,1,so post,1,0,6375.006944,,1218
P3478,1,so post,1,1,291.6291667,291.6291667,967
P3479,1,so post,1,0,319.4213889,,2204
P3480,1,so post,1,0,3.943888889,,820
P3481,1,so post,1,1,0.613888889,0.613888889,2118
P3482,1,so post,1,1,0.648333333,0.648333333,1661
P3483,1,so post,1,1,39.46916667,39.46916667,1902
P3484,1,so post,1,1,144.2222222,144.2222222,1992
P3485,1,so post,1,0,14.14111111,,876
P3486,1,so post,0,0,,,1108
P3487,1,so post,0,0,,,1037
P3488,1,so post,1,0,1.918333333,,1322
P3489,1,so post,1,0,481.5805556,,1899
P3490,1,so post,1,0,0.943888889,,2703
P3491,1,so post,1,0,4.634722222,,1167
P3492,1,so post,1,0,71.16833333,,2089
P3493,1,so post,1,1,1.041666667,1.041666667,430
P3494,1,so post,1,0,0.339166667,,187
P3495,1,so post,1,0,2.995833333,,577
P3496,1,so post,1,0,0.261111111,,1736
P3497,1,so post,1,1,0.608611111,0.608611111,1075
P3498,1,so post,1,1,12.71555556,12.71555556,3771
P3499,1,so post,1,1,1.810277778,1.810277778,202
P3500,1,so post,1,0,401.5797222,,6965
P3501,1,so post,1,0,0.99,,3445
P3502,1,so post,1,1,0.650277778,0.650277778,712
P3503,1,so post,1,1,120.2475,256.4436111,3985
P3504,1,so post,1,1,1.294166667,1.294166667,359
P3505,1,so post,1,0,7.742777778,,2752
P3506,1,so post,0,0,,,523
P3507,1,so post,1,1,21.45194444,21.45194444,1510
P3508,1,so post,0,0,,,1109
P3509,1,so post,1,1,0.928888889,0.928888889,1407
P3510,1,so post,1,0,18.51277778,,377
P3511,1,so post,1,1,0.204722222,0.204722222,2824
P3512,1,so post,1,0,1598.618611,,903
P3513,1,so post,1,0,18.78694444,,201
P3514,1,so post,1,0,224.2544444,,2906
P3515,1,so post,1,1,18.22583333,18.22583333,525
P3516,1,so post,1,0,0.521388889,,76
P3517,1,so post,1,1,3.479444444,3.479444444,765
P3518,1,so post,0,0,,,3217
P3519,1,so post,1,1,268.1911111,268.1911111,2746
P3520,1,so post,1,1,6.015555556,6.015555556,2551
P3521,1,so post,1,1,0.136944444,0.136944444,1153
P3522,1,so post,1,0,38.18472222,,818
P3523,1,so post,1,1,15.73333333,15.73333333,482
P3524,1,so post,0,0,,,2402
P3525,1,so post,0,0,,,558
P3526,1,so post,1,1,102.6027778,2375.8125,890
P3527,1,so post,0,0,,,827
P3528,1,so post,1,1,11.84694444,11.84694444,1432
P3529,1,so post,1,0,1.132777778,,726
P3530,1,so post,1,1,1.677777778,1.677777778,314
P3531,1,so post,1,1,1.345555556,1.345555556,3303
P3532,1,so post,0,0,,,2303
P3533,1,so post,1,1,1.1525,1.1525,1368
P3534,1,so post,1,1,5.966388889,5.966388889,1370
P3535,1,so post,0,0,,,653
P3536,1,so post,1,0,2.674444444,,396
P3537,1,so post,0,0,,,861
P3538,1,so post,1,0,37.94083333,,1597
P3539,1,so post,0,0,,,2634
P3540,1,so post,0,0,,,878
P3541,1,so post,0,0,,,2978
P3542,1,so post,1,1,3.575555556,3.575555556,864
P3543,1,so post,1,0,0.124166667,,306
P3544,1,so post,1,1,3.699166667,3.699166667,8833
P3545,1,so post,1,1,1.857777778,1.857777778,1764
P3546,1,so post,1,0,0.392777778,,1228
P3547,1,so post,1,1,65.85694444,65.85694444,2669
P3548,1,so post,0,0,,,536
P3549,1,so post,1,1,6.27,6.27,323
P3550,1,so post,1,1,0.221111111,23.81361111,1866
P3551,1,so post,1,0,2584.421944,,1552
P3552,1,so post,0,0,,,1100
P3553,1,so post,1,1,0,0,1650
P3554,1,so post,1,1,1.546666667,1.546666667,1022
P3555,1,so post,1,1,3725.194167,3725.194167,2510
P3556,1,so post,1,0,606.8225,,1145
P3557,1,so post,1,1,0.682777778,0.682777778,1331
P3558,1,so post,1,0,7698.925,,257
P3559,1,so post,1,1,2.085833333,2.085833333,1240
P3560,1,so post,1,0,12.57722222,,2530
P3561,1,so post,1,1,0.120277778,0.120277778,1023
P3562,1,so post,0,0,,,601
P3563,1,so post,1,0,1.519722222,,138
P3564,1,so post,0,0,,,1127
P3565,1,so post,1,0,24.46055556,,357
P3566,1,so post,1,1,19.89972222,19.89972222,1212
P3567,1,so post,1,1,17.23972222,17.23972222,4138
P3568,1,so post,1,0,1.805277778,,1111
P3569,1,so post,0,0,,,1257
P3570,1,so post,1,1,7.565,7.565,2202
P3571,1,so post,0,0,,,1371
P3572,1,so post,1,1,0.358888889,0.358888889,2831
P3573,1,so post,1,1,0.1225,0.1225,7260
P3574,1,so post,1,1,2.334722222,2.334722222,8308
P3575,1,so post,1,0,256.96,,3308
P3576,1,so post,1,1,8.988055556,8.988055556,630
P3577,1,so post,1,1,2.058888889,2.058888889,1783
P3578,1,so post,1,1,1.694722222,1.694722222,2536
P3579,1,so post,1,0,2638.4775,,744
P3580,1,so post,1,1,14.63805556,14.63805556,3970
P3581,1,so post,1,0,0.974722222,,1204
P3582,1,so post,1,0,0.188888889,,171
P3583,1,so post,1,1,10.81388889,10.81388889,3226
P3584,1,so post,1,1,4319.825556,4319.825556,2530
P3585,1,so post,1,1,69.83277778,69.83277778,987
P3586,1,so post,1,1,11.19472222,11.19472222,1104
P3587,1,so post,1,1,1.516111111,1.516111111,3901
P3588,1,so post,1,0,1.854444444,,3392
P3589,1,so post,1,0,0.500277778,,1855
P3590,1,so post,1,1,0.130555556,27.53694444,412
P3591,1,so post,0,0,,,899
P3592,1,so post,1,1,0.356388889,0.356388889,1391
P3593,1,so post,1,1,34.15527778,34.15527778,862
P3594,1,so post,0,0,,,2455
P3595,1,so post,1,0,7.548888889,,808
P3596,1,so post,1,1,0.694444444,0.694444444,1581
P3597,1,so post,1,0,5.991666667,,560
P3598,1,so post,1,1,20.88138889,20.88138889,2242
P3599,1,so post,1,1,0.234444444,0.234444444,274
P3600,1,so post,1,1,97.89666667,97.89666667,969
P3601,1,so post,1,0,7329.323889,,682
P3602,1,so post,0,0,,,307
P3603,1,so post,1,1,559.4772222,559.4772222,2869
P3604,1,so post,0,0,,,1141
P3605,1,so post,1,0,3952.751667,,2541
P3606,1,so post,1,0,7283.141944,,652
P3607,1,so post,1,0,4756.901667,,2016
P3608,1,so post,1,0,5.041944444,,951
P3609,1,so post,0,0,,,743
P3610,1,so post,1,0,0.747222222,,261
P3611,1,so post,0,0,,,853
P3612,1,so post,1,0,126.3883333,,2008
P3613,1,so post,1,0,1.511388889,,573
P3614,1,so post,1,0,0.071388889,,2810
P3615,1,so post,1,1,4.655277778,4.655277778,740
P3616,1,so post,1,1,21.58055556,21.58055556,584
P3617,1,so post,1,0,1.043055556,,2408
P3618,1,so post,0,0,,,3357
P3619,1,so post,1,1,4655.481389,4655.481389,507
P3620,1,so post,1,0,20.58111111,,393
P3621,1,so post,1,1,0.438333333,0.438333333,2055
P3622,1,so post,1,1,7.836944444,7.836944444,1750
P3623,1,so post,0,0,,,371
P3624,1,so post,0,0,,,1352
P3625,1,so post,0,0,,,1391
P3626,1,so post,1,0,0.096388889,,775
P3627,1,so post,1,0,0.299166667,,234
P3628,1,so post,0,0,,,622
P3629,1,so post,1,1,0.450833333,0.450833333,1176
P3630,1,so post,1,0,152.7777778,,3080
P3631,1,so post,1,0,2476.833889,,974
P3632,1,so post,1,1,2.091111111,2.091111111,161
P3633,1,so post,0,0,,,1539
P3634,1,so post,1,0,3.386388889,,2519
P3635,1,so post,0,0,,,563
P3636,1,so post,1,0,0.196388889,,684
P3637,1,so post,1,1,1.219444444,1.219444444,364
P3638,1,so post,0,0,,,2409
P3639,1,so post,0,0,,,2173
P3640,1,so post,1,1,9.981666667,9.981666667,939
P3641,1,so post,1,0,4895.754722,,1546
P3642,1,so post,0,0,,,1679
P3643,1,so post,1,1,4.140833333,4.140833333,503
P3644,1,so post,1,0,49.65166667,,623
P3645,1,so post,1,1,7.6225,7.6225,1054
P3646,1,so post,0,0,,,2464
P3647,1,so post,1,0,51.51027778,,324
P3648,1,so post,1,1,0.484444444,0.484444444,518
P3649,1,so post,1,0,3.244722222,,854
P3650,1,so post,1,1,168.6216667,193.6222222,1538
P3651,1,so post,1,1,0.5875,0.5875,309
P3652,1,so post,1,0,4721.598056,,2142
P3653,1,so post,1,1,0.999444444,0.999444444,617
P3654,1,so post,0,0,,,646
P3655,1,so post,0,0,,,4163
P3656,1,so post,1,0,36.57694444,,2777
P3657,1,so post,1,1,0.056111111,48.35444444,379
P3658,1,so post,1,1,1.043611111,1.048888889,836
P3659,1,so post,1,0,167.4108333,,648
P3660,1,so post,1,1,0.211388889,0.211388889,2472
P3661,1,so post,1,0,309.7297222,,1830
P3662,1,so post,1,1,0.554722222,8.428888889,1392
P3663,1,so post,1,0,0.146388889,,454
P3664,1,so post,1,0,957.4836111,,1990
P3665,1,so post,0,0,,,1159
P3666,1,so post,1,1,7731.865,7731.865,1779
P3667,1,so post,0,0,,,1109
P3668,1,so post,1,1,0.645833333,0.645833333,2306
P3669,1,so post,1,1,0.671111111,0.671111111,3428
P3670,1,so post,0,0,,,949
P3671,1,so post,1,0,47.095,,710
P3672,1,so post,1,1,69.55083333,69.55083333,1241
P3673,1,so post,0,0,,,1006
P3674,1,so post,1,1,38.13555556,38.13555556,4736
P3675,1,so post,1,1,22.72777778,22.72777778,539
P3676,1,so post,1,1,11.13888889,141.5075,809
P3677,1,so post,0,0,,,1882
P3678,1,so post,1,0,4829.068056,,1929
P3679,1,so post,1,0,1972.38,,4072
P3680,1,so post,1,1,0.601111111,0.601111111,812
P3681,1,so post,1,1,8.438888889,8.438888889,1520
P3682,1,so post,0,0,,,2011
P3683,1,so post,0,0,,,1710
P3684,1,so post,1,0,60.89638889,,1061
P3685,1,so post,0,0,,,1032
P3686,1,so post,0,0,,,2181
P3687,1,so post,0,0,,,2352
P3688,1,so post,0,0,,,973
P3689,1,so post,0,0,,,266
P3690,1,so post,1,1,0,0,785
P3691,1,so post,1,0,5253.961944,,238
P3692,1,so post,1,1,236.7688889,236.7688889,3954
P3693,1,so post,1,0,1.58,,753
P3694,1,so post,1,1,38.77527778,38.77527778,541
P3695,1,so post,0,0,,,291
P3696,1,so post,1,1,0.422222222,0.422222222,1185
P3697,1,so post,1,0,4.023888889,,2447
P3698,1,so post,0,0,,,714
P3699,1,so post,1,1,6.8325,6.8325,1366
P3700,1,so post,1,0,8.797222222,,1629
P3701,1,so post,1,0,1462.788611,,662
P3702,1,so post,1,1,8.869444444,8.869444444,1269
P3703,1,so post,1,1,249.8463889,249.8463889,540
P3704,1,so post,1,0,0.208055556,,1964
P3705,1,so post,1,1,0.857777778,0.857777778,856
P3706,1,so post,1,0,4.018888889,,1646
P3707,1,so post,0,0,,,528
P3708,1,so post,0,0,,,908
P3709,1,so post,1,1,0.79,0.79,711
P3710,1,so post,1,0,6587.296389,,2500
P3711,1,so post,1,0,4.066666667,,2371
P3712,1,so post,1,0,13.61722222,,1609
P3713,1,so post,0,0,,,1488
P3714,1,so post,1,1,221.7219444,221.7219444,1428
P3715,1,so post,1,1,13.89,13.89,665
P3716,1,so post,0,0,,,446
P3717,1,so post,1,1,65.43972222,65.43972222,391
P3718,1,so post,1,0,0.361666667,,1106
P3719,1,so post,0,0,,,2041
P3720,1,so post,0,0,,,2084
P3721,1,so post,1,0,0,,427
P3722,1,so post,0,0,,,11330
P3723,1,so post,0,0,,,867
P3724,1,so post,0,0,,,3550
P3725,1,so post,1,0,7118.415,,889
P3726,1,so post,0,0,,,950
P3727,1,so post,1,1,22.91055556,22.91055556,456
P3728,1,so post,1,1,22.28888889,22.28888889,1865
P3729,1,so post,1,1,1.113333333,1.113333333,2820
P3730,1,so post,1,1,0,0,5606
P3731,1,so post,1,1,0.427777778,0.427777778,1218
P3732,1,so post,1,0,14.07,,1352
P3733,1,so post,0,0,,,895
P3734,1,so post,1,1,0.798333333,0.798333333,6017
P3735,1,so post,1,1,1.149722222,1.149722222,1665
P3736,1,so post,0,0,,,392
P3737,1,so post,1,1,0.198888889,0.198888889,270
P3738,1,so post,1,0,173.6775,,941
P3739,1,so post,1,1,0.286388889,0.286388889,1947
P3740,1,so post,1,1,145.7013889,145.7013889,2271
P3741,1,so post,1,1,168.8475,168.8475,3633
P3742,1,so post,1,0,37.59472222,,29043
P3743,1,so post,1,0,0.526666667,,8415
P3744,1,so post,1,1,14.75444444,14.75444444,1474
P3745,1,so post,1,0,51.55583333,,336
P3746,1,so post,1,1,48.02666667,48.02666667,2329
P3747,1,so post,0,0,,,1576
P3748,1,so post,0,0,,,4145
P3749,1,so post,0,0,,,1186
P3750,1,so post,1,0,23.03388889,,959
P3751,1,so post,1,0,1.265555556,,276
P3752,1,so post,0,0,,,940
P3753,1,so post,1,1,4.269444444,4.269444444,977
P3754,1,so post,1,0,1.421666667,,1159
P3755,1,so post,0,0,,,1041
P3756,1,so post,0,0,,,1725
P3757,1,so post,0,0,,,2681
P3758,1,so post,1,1,4702.413889,4702.413889,1777
P3759,1,so post,0,0,,,2483
P3760,1,so post,1,0,1236.112222,,560
P3761,1,so post,1,0,18.72055556,,1668
P3762,1,so post,1,1,6.829444444,6.829444444,204
P3763,1,so post,1,1,3.323055556,3.323055556,974
P3764,1,so post,0,0,,,1012
P3765,1,so post,1,1,0.7925,0.7925,1408
P3766,1,so post,0,0,,,2892
P3767,1,so post,1,0,12.15222222,,2117
P3768,1,so post,0,0,,,525
P3769,1,so post,0,0,,,1502
P3770,1,so post,0,0,,,927
P3771,1,so post,1,1,0.737222222,89.93972222,2201
P3772,1,so post,1,0,23.96638889,,1441
P3773,1,so post,1,1,141.5344444,141.5344444,2158
P3774,1,so post,1,0,676.5011111,,1736
P3775,1,so post,1,1,2.079166667,3.455833333,844
P3776,1,so post,0,0,,,1045
P3777,1,so post,1,0,407.0705556,,1350
P3778,1,so post,1,1,1.041111111,1.041111111,969
P3779,1,so post,1,0,20.68055556,,92
P3780,1,so post,0,0,,,1551
P3781,1,so post,1,1,1.021388889,1.021388889,712
P3782,1,so post,1,1,14.3475,14.3475,10441
P3783,1,so post,1,0,0.186388889,,1331
P3784,1,so post,1,0,19.3725,,10623
P3785,1,so post,1,0,10.23833333,,1267
P3786,1,so post,1,0,14.34805556,,616
P3787,1,so post,1,0,2.828888889,,703
P3788,1,so post,1,1,0.7775,0.7775,4298
P3789,1,so post,1,1,92.81444444,92.81444444,1288
P3790,1,so post,1,1,7.116388889,7.116388889,1700
P3791,1,so post,1,0,318.8927778,,3100
P3792,1,so post,0,0,,,811
P3793,1,so post,1,1,3.142777778,3.142777778,1067
P3794,1,so post,1,0,32.64472222,,2296
P3795,1,so post,1,0,0.841111111,,463
P3796,1,so post,0,0,,,1183
P3797,1,so post,0,0,,,1169
P3798,1,so post,1,1,0.875277778,0.875277778,686
P3799,1,so post,1,1,143.0338889,143.0338889,3766
P3800,1,so post,1,1,0.092777778,0.092777778,319
P3801,1,so post,0,0,,,1206
P3802,1,so post,0,0,,,1249
P3803,1,so post,1,1,7.653333333,7.653333333,1090
P3804,1,so post,1,0,1632.939722,,1488
P3805,1,so post,1,0,0.138888889,,1858
P3806,1,so post,1,1,12.77277778,12.77277778,973
P3807,1,so post,1,0,27.19305556,,1275
P3808,1,so post,1,1,0.139444444,0.139444444,696
P3809,1,so post,1,1,5.499444444,5.499444444,1095
P3810,1,so post,1,0,948.0955556,,4059
P3811,1,so post,0,0,,,1675
P3812,1,so post,1,1,1.147777778,1.147777778,524
P3813,1,so post,0,0,,,1516
P3814,1,so post,1,0,101.8755556,,1482
P3815,1,so post,0,0,,,1810
P3816,1,so post,0,0,,,3827
P3817,1,so post,1,1,1.536388889,1.536388889,1878
P3818,1,so post,0,0,,,554
P3819,1,so post,1,0,1.124444444,,2315
P3820,1,so post,1,1,1.945555556,1.945555556,1504
P3821,1,so post,1,1,578.4341667,578.4341667,906
P3822,1,so post,1,1,0.233055556,0.233055556,241
P3823,1,so post,1,0,21.28694444,,1176
P3824,1,so post,1,1,305.3297222,305.3297222,1014
P3825,1,so post,0,0,,,1229
P3826,1,so post,1,1,124.5375,124.5375,2071
P3827,1,so post,1,0,4784.67,,1004
P3828,1,so post,1,1,14.22777778,14.22777778,13318
P3829,1,so post,1,1,17.70083333,17.70083333,1428
P3830,1,so post,0,0,,,1908
P3831,1,so post,1,1,45.00416667,45.00416667,375
P3832,1,so post,1,1,16.68555556,16.68555556,1428
P3833,1,so post,0,0,,,580
P3834,1,so post,0,0,,,2289
P3835,1,so post,1,0,26.56972222,,236
P3836,1,so post,1,1,16.81611111,16.81611111,3528
P3837,1,so post,0,0,,,1517
P3838,1,so post,1,1,1.085833333,1.085833333,896
P3839,1,so post,0,0,,,846
P3840,1,so post,1,1,4.347222222,4751.749722,1879
P3841,1,so post,1,1,38.61638889,38.61638889,1180
P3842,1,so post,1,0,36.54916667,,1113
P3843,1,so post,0,0,,,1173
P3844,1,so post,1,0,0.409444444,,1719
P3845,1,so post,1,1,0.054444444,0.054444444,1012
P3846,1,so post,1,1,0.296666667,0.296666667,1887
P3847,1,so post,1,1,2.760833333,85.90527778,507
P3848,1,so post,1,0,0.066111111,,335
P3849,1,so post,1,0,0.058888889,,281
P3850,1,so post,1,0,23.23277778,,778
P3851,1,so post,1,0,20.26833333,,3127
P3852,1,so post,0,0,,,12722
P3853,1,so post,1,0,9.956666667,,486
P3854,1,so post,1,0,0.4,,1326
P3855,1,so post,1,1,0.56,0.56,947
P3856,1,so post,0,0,,,1018
P3857,1,so post,1,1,4.391666667,4.391666667,316
P3858,1,so post,0,0,,,3104
P3859,1,so post,1,0,6051.716389,,514
P3860,1,so post,1,0,0.730555556,,1855
P3861,1,so post,1,1,158.38,158.38,1435
P3862,1,so post,1,1,3.847222222,3.847222222,3130
P3863,1,so post,1,1,24.51777778,24.51777778,3117
P3864,1,so post,0,0,,,745
P3865,1,so post,0,0,,,1907
P3866,1,so post,0,0,,,1282
P3867,1,so post,1,0,2618.593889,,707
P3868,1,so post,1,1,69.43861111,69.43861111,1077
P3869,1,so post,0,0,,,4001
P3870,1,so post,1,1,1.964722222,1.964722222,3119
P3871,1,so post,1,1,62.71083333,62.71083333,3430
P3872,1,so post,1,0,253.5619444,,741
P3873,1,so post,1,0,1514.561944,,1894
P3874,1,so post,1,1,4.864444444,4.864444444,3817
P3875,1,so post,0,0,,,3667
P3876,1,so post,1,0,5.022222222,,1521
P3877,1,so post,1,0,2.099444444,,2996
P3878,1,so post,1,1,8.171666667,8.171666667,2349
P3879,1,so post,1,0,0.752777778,,2329
P3880,1,so post,1,1,8.358888889,8.358888889,1960
P3881,1,so post,1,0,0.079722222,,1560
P3882,1,so post,1,0,735.1863889,,3383
P3883,1,so post,1,0,1.487222222,,8058
P3884,1,so post,0,0,,,2704
P3885,1,so post,1,1,0.569444444,0.569444444,1183
P3886,1,so post,1,1,0.975833333,0.975833333,752
P3887,1,so post,1,0,18.03916667,,1234
P3888,1,so post,1,0,1.589722222,,438
P3889,1,so post,1,0,5.505555556,,529
P3890,1,so post,1,1,6.873611111,6.873611111,1211
P3891,1,so post,0,0,,,949
P3892,1,so post,1,1,0.594444444,0.594444444,1971
P3893,1,so post,1,1,214.8663889,214.8663889,1530
P3894,1,so post,1,1,0.731944444,5.083333333,733
P3895,1,so post,1,0,3889.234444,,2332
P3896,1,so post,1,1,0.232777778,0.694444444,11433
P3897,1,so post,1,1,0.105277778,0.105277778,1448
P3898,1,so post,0,0,,,2662
P3899,1,so post,0,0,,,469
P3900,1,so post,1,1,1041.146667,1041.146667,487
P3901,1,so post,0,0,,,463
P3902,1,so post,1,1,2.670833333,2.670833333,1744
P3903,1,so post,1,1,16.70111111,16.70111111,8366
P3904,1,so post,0,0,,,517
P3905,1,so post,1,0,2124.026389,,1023
P3906,1,so post,0,0,,,953
P3907,1,so post,1,0,2.79,,2270
P3908,1,so post,1,1,5181.435,5181.435,2544
P3909,1,so post,1,1,116.2022222,116.2022222,1123
P3910,1,so post,1,0,0.968333333,,549
P3911,1,so post,1,1,3.262777778,3.262777778,688
P3912,1,so post,0,0,,,5853
P3913,1,so post,1,1,17.1025,17.1025,906
P3914,1,so post,1,1,18.75472222,18.75472222,984
P3915,1,so post,1,1,1.194166667,1.194166667,627
P3916,1,so post,1,1,12.07111111,12.07111111,3800
P3917,1,so post,1,1,21.55527778,21.55527778,2288
P3918,1,so post,1,0,1890.9,,780
P3919,1,so post,1,0,2516.338611,,1197
P3920,1,so post,0,0,,,1615
P3921,1,so post,1,0,16.98027778,,1477
P3922,1,so post,1,0,19.30861111,,1423
P3923,1,so post,1,1,18.075,18.075,516
P3924,1,so post,1,1,31.10361111,31.10361111,1464
P3925,1,so post,1,0,56.88083333,,4278
P3926,1,so post,1,1,1.405833333,43.88083333,1919
P3927,1,so post,1,0,5.576944444,,341
P3928,1,so post,1,0,0.786944444,,1551
P3929,1,so post,1,1,17.7575,17.7575,592
P3930,1,so post,0,0,,,3442
P3931,1,so post,1,0,57.26111111,,451
P3932,1,so post,1,1,0.6875,0.6875,743
